logger: Circle 48 started on Raspberry Pi 400 4GB (AArch64)
 logger: Revision code is c03130, compiler has been GCC 11.3.1
 interruptgic: write32 [ff841100] = 40000000
 interruptgic: read32 [ff84200c] = 1e
00:00:04.27 xhcicommand: Dumping 0x10 bytes starting at 0x602110
00:00:04.28 xhcicommand: 2110: 00 A0 DE 00 04 00 00 00-00 00 00 00 01 2C 00 01
00:00:04.28 xhcimmiospace: write32 [100] = 0                                            // ring host doorbell
00:00:04.29 interruptgic: read32 [ff84200c] = af
00:00:04.29 xhci: IRQ
00:00:04.29 xhcimmiospace: read32 [24] = 8
00:00:04.29 xhcimmiospace: write32 [24] = 8                                             // USBSTS.EINT (clear interrupt - we don't do this)
00:00:04.29 xhcimmiospace: read32 [220] = 3
00:00:04.29 xhcimmiospace: write32 [220] = 3                                            // interruptor 0 IMAN
00:00:04.29 xhcicmd: Command 11 completed with 1 (slot 1)
00:00:04.29 xhcimmiospace: write32 [238] = 6008c8
00:00:04.29 xhcimmiospace: write32 [23c] = 4                                            // update interruptor 0 event ring dequeue pointer
00:00:04.29 interruptgic: write32 [ff842010] = af
00:00:04.29 interruptgic: read32 [ff84200c] = 1e
00:00:04.30 interruptgic: write32 [ff842010] = 1e
00:00:04.30 interruptgic: read32 [ff84200c] = 1e
00:00:04.31 interruptgic: write32 [ff842010] = 1e
00:00:04.31 interruptgic: read32 [ff84200c] = 1e
00:00:04.32 interruptgic: write32 [ff842010] = 1e
00:00:04.32 interruptgic: read32 [ff84200c] = 1e
00:00:04.33 interruptgic: write32 [ff842010] = 1e
00:00:04.33 interruptgic: read32 [ff84200c] = 1e
00:00:04.34 interruptgic: write32 [ff842010] = 1e
00:00:04.34 interruptgic: read32 [ff84200c] = 1e
00:00:04.35 interruptgic: write32 [ff842010] = 1e
00:00:04.35 interruptgic: read32 [ff84200c] = 1e
00:00:04.36 interruptgic: write32 [ff842010] = 1e
00:00:04.36 interruptgic: read32 [ff84200c] = 1e
00:00:04.37 interruptgic: write32 [ff842010] = 1e
00:00:04.37 interruptgic: read32 [ff84200c] = 1e
00:00:04.38 interruptgic: write32 [ff842010] = 1e
00:00:04.38 interruptgic: read32 [ff84200c] = 1e
00:00:04.39 interruptgic: write32 [ff842010] = 1e
00:00:04.39 interruptgic: read32 [ff84200c] = 1e
00:00:04.40 interruptgic: write32 [ff842010] = 1e
00:00:04.40 interruptgic: read32 [ff84200c] = 1e
00:00:04.41 interruptgic: write32 [ff842010] = 1e
00:00:04.41 interruptgic: read32 [ff84200c] = 1e
00:00:04.42 interruptgic: write32 [ff842010] = 1e
00:00:04.42 interruptgic: read32 [ff84200c] = 1e
00:00:04.43 interruptgic: write32 [ff842010] = 1e
00:00:04.43 interruptgic: read32 [ff84200c] = 1e
00:00:04.44 interruptgic: write32 [ff842010] = 1e
00:00:04.44 interruptgic: read32 [ff84200c] = 1e
00:00:04.45 interruptgic: write32 [ff842010] = 1e
00:00:04.45 interruptgic: read32 [ff84200c] = 1e
00:00:04.46 interruptgic: write32 [ff842010] = 1e
00:00:04.46 interruptgic: read32 [ff84200c] = 1e
00:00:04.47 interruptgic: write32 [ff842010] = 1e
00:00:04.47 interruptgic: read32 [ff84200c] = 1e
00:00:04.48 interruptgic: write32 [ff842010] = 1e
00:00:04.48 interruptgic: read32 [ff84200c] = 1e
00:00:04.49 interruptgic: write32 [ff842010] = 1e
00:00:04.49 interruptgic: read32 [ff84200c] = 1e
00:00:04.50 interruptgic: write32 [ff842010] = 1e
00:00:04.50 interruptgic: read32 [ff84200c] = 1e
00:00:04.51 interruptgic: write32 [ff842010] = 1e
00:00:04.51 interruptgic: read32 [ff84200c] = 1e
00:00:04.52 interruptgic: write32 [ff842010] = 1e
00:00:04.52 interruptgic: read32 [ff84200c] = 1e
00:00:04.53 interruptgic: write32 [ff842010] = 1e
00:00:04.53 interruptgic: read32 [ff84200c] = 1e
00:00:04.54 interruptgic: write32 [ff842010] = 1e
00:00:04.54 interruptgic: read32 [ff84200c] = 1e
00:00:04.55 interruptgic: write32 [ff842010] = 1e
00:00:04.55 interruptgic: read32 [ff84200c] = 1e
00:00:04.56 interruptgic: write32 [ff842010] = 1e
00:00:04.56 interruptgic: read32 [ff84200c] = 1e
00:00:04.57 interruptgic: write32 [ff842010] = 1e
00:00:04.57 interruptgic: read32 [ff84200c] = 1e
00:00:04.58 interruptgic: write32 [ff842010] = 1e
00:00:04.58 interruptgic: read32 [ff84200c] = 1e
00:00:04.59 interruptgic: write32 [ff842010] = 1e
00:00:04.59 interruptgic: read32 [ff84200c] = 1e
00:00:04.60 interruptgic: write32 [ff842010] = 1e
00:00:04.60 xhciep: Enqueue TRB control 0x30840 status 0x8 param1 0x1000680 param2 0x80000
00:00:04.61 xhciep: TRB enqueued:
00:00:04.61 xhciep: Dumping 0x10 bytes starting at 0x622880
00:00:04.62 xhciep: 2880: 80 06 00 01 00 00 08 00-08 00 00 00 41 08 03 00
00:00:04.62 xhciep: Enqueue TRB control 0x10c00 status 0x8 param1 0xde9280 param2 0x4
00:00:04.63 xhciep: TRB enqueued:
00:00:04.64 xhciep: Dumping 0x10 bytes starting at 0x622890
00:00:04.64 xhciep: 2890: 80 92 DE 00 04 00 00 00-08 00 00 00 01 0C 01 00
00:00:04.65 xhciep: Enqueue TRB control 0x1020 status 0x0 param1 0x0 param2 0x0
00:00:04.65 xhciep: TRB enqueued:
00:00:04.66 xhciep: Dumping 0x10 bytes starting at 0x6228A0
00:00:04.66 xhciep: 28A0: 00 00 00 00 00 00 00 00-00 00 00 00 21 10 00 00
00:00:04.67 xhcimmiospace: write32 [104] = 1
00:00:04.67 interruptgic: read32 [ff84200c] = af
00:00:04.67 xhci: IRQ
00:00:04.67 xhcimmiospace: read32 [24] = 8
00:00:04.67 xhcimmiospace: write32 [24] = 8
00:00:04.67 xhcimmiospace: read32 [220] = 3
00:00:04.67 xhcimmiospace: write32 [220] = 3
00:00:04.67 xhciep: Transfer event on endpoint 1 (completion 1, length 0)
00:00:04.67 xhcimmiospace: write32 [238] = 6008d8
00:00:04.67 xhcimmiospace: write32 [23c] = 4
00:00:04.67 interruptgic: write32 [ff842010] = af
00:00:04.67 interruptgic: read32 [ff84200c] = 1e
00:00:04.68 interruptgic: write32 [ff842010] = 1e
00:00:04.68 interruptgic: read32 [ff84200c] = 1e
00:00:04.69 interruptgic: write32 [ff842010] = 1e
00:00:04.69 interruptgic: read32 [ff84200c] = 1e
00:00:04.70 interruptgic: write32 [ff842010] = 1e
00:00:04.70 interruptgic: read32 [ff84200c] = 1e
00:00:04.71 interruptgic: write32 [ff842010] = 1e
00:00:04.71 interruptgic: read32 [ff84200c] = 1e
00:00:04.72 interruptgic: write32 [ff842010] = 1e
00:00:04.72 interruptgic: read32 [ff84200c] = 1e
00:00:04.73 interruptgic: write32 [ff842010] = 1e
00:00:04.73 interruptgic: read32 [ff84200c] = 1e
00:00:04.74 interruptgic: write32 [ff842010] = 1e
00:00:04.74 interruptgic: read32 [ff84200c] = 1e
00:00:04.75 interruptgic: write32 [ff842010] = 1e
00:00:04.75 interruptgic: read32 [ff84200c] = 1e
00:00:04.76 interruptgic: write32 [ff842010] = 1e
00:00:04.76 interruptgic: read32 [ff84200c] = 1e
00:00:04.77 interruptgic: write32 [ff842010] = 1e
00:00:04.77 interruptgic: read32 [ff84200c] = 1e
00:00:04.78 interruptgic: write32 [ff842010] = 1e
00:00:04.78 interruptgic: read32 [ff84200c] = 1e
00:00:04.79 interruptgic: write32 [ff842010] = 1e
00:00:04.79 interruptgic: read32 [ff84200c] = 1e
00:00:04.80 interruptgic: write32 [ff842010] = 1e
00:00:04.80 interruptgic: read32 [ff84200c] = 1e
00:00:04.81 interruptgic: write32 [ff842010] = 1e
00:00:04.81 interruptgic: read32 [ff84200c] = 1e
00:00:04.82 interruptgic: write32 [ff842010] = 1e
00:00:04.82 interruptgic: read32 [ff84200c] = 1e
00:00:04.83 interruptgic: write32 [ff842010] = 1e
00:00:04.83 interruptgic: read32 [ff84200c] = 1e
00:00:04.84 interruptgic: write32 [ff842010] = 1e
00:00:04.84 interruptgic: read32 [ff84200c] = 1e
00:00:04.85 interruptgic: write32 [ff842010] = 1e
00:00:04.85 interruptgic: read32 [ff84200c] = 1e
00:00:04.86 interruptgic: write32 [ff842010] = 1e
00:00:04.86 interruptgic: read32 [ff84200c] = 1e
00:00:04.87 interruptgic: write32 [ff842010] = 1e
00:00:04.87 interruptgic: read32 [ff84200c] = 1e
00:00:04.88 interruptgic: write32 [ff842010] = 1e
00:00:04.88 interruptgic: read32 [ff84200c] = 1e
00:00:04.89 interruptgic: write32 [ff842010] = 1e
00:00:04.89 interruptgic: read32 [ff84200c] = 1e
00:00:04.90 interruptgic: write32 [ff842010] = 1e
00:00:04.90 interruptgic: read32 [ff84200c] = 1e
00:00:04.91 interruptgic: write32 [ff842010] = 1e
00:00:04.91 interruptgic: read32 [ff84200c] = 1e
00:00:04.92 interruptgic: write32 [ff842010] = 1e
00:00:04.92 interruptgic: read32 [ff84200c] = 1e
00:00:04.93 interruptgic: write32 [ff842010] = 1e
00:00:04.93 interruptgic: read32 [ff84200c] = 1e
00:00:04.94 interruptgic: write32 [ff842010] = 1e
00:00:04.94 interruptgic: read32 [ff84200c] = 1e
00:00:04.95 interruptgic: write32 [ff842010] = 1e
00:00:04.95 interruptgic: read32 [ff84200c] = 1e
00:00:04.96 interruptgic: write32 [ff842010] = 1e
00:00:04.96 interruptgic: read32 [ff84200c] = 1e
00:00:04.97 interruptgic: write32 [ff842010] = 1e
00:00:04.97 interruptgic: read32 [ff84200c] = 1e
00:00:04.98 interruptgic: write32 [ff842010] = 1e
00:00:04.98 interruptgic: read32 [ff84200c] = 1e
00:00:04.99 interruptgic: write32 [ff842010] = 1e
00:00:04.99 interruptgic: read32 [ff84200c] = 1e
00:00:05.00 interruptgic: write32 [ff842010] = 1e
00:00:05.00 xhciep: Enqueue TRB control 0x30840 status 0x8 param1 0x1000680 param2 0x120000
00:00:05.01 xhciep: TRB enqueued:
00:00:05.01 xhciep: Dumping 0x10 bytes starting at 0x6228B0
00:00:05.02 xhciep: 28B0: 80 06 00 01 00 00 12 00-08 00 00 00 41 08 03 00
00:00:05.03 xhciep: Enqueue TRB control 0x10c00 status 0x12 param1 0xde9280 param2 0x4
00:00:05.03 xhciep: TRB enqueued:
00:00:05.04 xhciep: Dumping 0x10 bytes starting at 0x6228C0
00:00:05.04 xhciep: 28C0: 80 92 DE 00 04 00 00 00-12 00 00 00 01 0C 01 00
00:00:05.05 xhciep: Enqueue TRB control 0x1020 status 0x0 param1 0x0 param2 0x0
00:00:05.06 xhciep: TRB enqueued:
00:00:05.06 xhciep: Dumping 0x10 bytes starting at 0x6228D0
00:00:05.06 xhciep: 28D0: 00 00 00 00 00 00 00 00-00 00 00 00 21 10 00 00
00:00:05.07 xhcimmiospace: write32 [104] = 1
00:00:05.08 interruptgic: read32 [ff84200c] = af
00:00:05.08 xhci: IRQ
00:00:05.08 xhcimmiospace: read32 [24] = 8
00:00:05.08 xhcimmiospace: write32 [24] = 8
00:00:05.08 xhcimmiospace: read32 [220] = 3
00:00:05.08 xhcimmiospace: write32 [220] = 3
00:00:05.08 xhciep: Transfer event on endpoint 1 (completion 1, length 0)
00:00:05.08 xhcimmiospace: write32 [238] = 6008e8
00:00:05.08 xhcimmiospace: write32 [23c] = 4
00:00:05.08 interruptgic: write32 [ff842010] = af
00:00:05.08 interruptgic: read32 [ff84200c] = 1e
00:00:05.09 interruptgic: write32 [ff842010] = 1e
00:00:05.09 interruptgic: read32 [ff84200c] = 1e
00:00:05.10 interruptgic: write32 [ff842010] = 1e
00:00:05.10 interruptgic: read32 [ff84200c] = 1e
00:00:05.11 interruptgic: write32 [ff842010] = 1e
00:00:05.11 interruptgic: read32 [ff84200c] = 1e
00:00:05.12 interruptgic: write32 [ff842010] = 1e
00:00:05.12 interruptgic: read32 [ff84200c] = 1e
00:00:05.13 interruptgic: write32 [ff842010] = 1e
00:00:05.13 interruptgic: read32 [ff84200c] = 1e
00:00:05.14 interruptgic: write32 [ff842010] = 1e
00:00:05.14 interruptgic: read32 [ff84200c] = 1e
00:00:05.15 interruptgic: write32 [ff842010] = 1e
00:00:05.15 interruptgic: read32 [ff84200c] = 1e
00:00:05.16 interruptgic: write32 [ff842010] = 1e
00:00:05.16 interruptgic: read32 [ff84200c] = 1e
00:00:05.17 interruptgic: write32 [ff842010] = 1e
00:00:05.17 interruptgic: read32 [ff84200c] = 1e
00:00:05.18 interruptgic: write32 [ff842010] = 1e
00:00:05.18 interruptgic: read32 [ff84200c] = 1e
00:00:05.19 interruptgic: write32 [ff842010] = 1e
00:00:05.19 interruptgic: read32 [ff84200c] = 1e
00:00:05.20 interruptgic: write32 [ff842010] = 1e
00:00:05.20 interruptgic: read32 [ff84200c] = 1e
00:00:05.21 interruptgic: write32 [ff842010] = 1e
00:00:05.21 interruptgic: read32 [ff84200c] = 1e
00:00:05.22 interruptgic: write32 [ff842010] = 1e
00:00:05.22 interruptgic: read32 [ff84200c] = 1e
00:00:05.23 interruptgic: write32 [ff842010] = 1e
00:00:05.23 interruptgic: read32 [ff84200c] = 1e
00:00:05.24 interruptgic: write32 [ff842010] = 1e
00:00:05.24 interruptgic: read32 [ff84200c] = 1e
00:00:05.25 interruptgic: write32 [ff842010] = 1e
00:00:05.25 interruptgic: read32 [ff84200c] = 1e
00:00:05.26 interruptgic: write32 [ff842010] = 1e
00:00:05.26 interruptgic: read32 [ff84200c] = 1e
00:00:05.27 interruptgic: write32 [ff842010] = 1e
00:00:05.27 interruptgic: read32 [ff84200c] = 1e
00:00:05.28 interruptgic: write32 [ff842010] = 1e
00:00:05.28 interruptgic: read32 [ff84200c] = 1e
00:00:05.29 interruptgic: write32 [ff842010] = 1e
00:00:05.29 interruptgic: read32 [ff84200c] = 1e
00:00:05.30 interruptgic: write32 [ff842010] = 1e
00:00:05.30 interruptgic: read32 [ff84200c] = 1e
00:00:05.31 interruptgic: write32 [ff842010] = 1e
00:00:05.31 interruptgic: read32 [ff84200c] = 1e
00:00:05.32 interruptgic: write32 [ff842010] = 1e
00:00:05.32 interruptgic: read32 [ff84200c] = 1e
00:00:05.33 interruptgic: write32 [ff842010] = 1e
00:00:05.33 interruptgic: read32 [ff84200c] = 1e
00:00:05.34 interruptgic: write32 [ff842010] = 1e
00:00:05.34 xhciep: Enqueue TRB control 0x30840 status 0x8 param1 0x2000680 param2 0x90000
00:00:05.35 xhciep: TRB enqueued:
00:00:05.36 xhciep: Dumping 0x10 bytes starting at 0x6228E0
00:00:05.36 xhciep: 28E0: 80 06 00 02 00 00 09 00-08 00 00 00 41 08 03 00
00:00:05.37 xhciep: Enqueue TRB control 0x10c00 status 0x9 param1 0xde97c0 param2 0x4
00:00:05.37 xhciep: TRB enqueued:
00:00:05.38 xhciep: Dumping 0x10 bytes starting at 0x6228F0
00:00:05.38 xhciep: 28F0: C0 97 DE 00 04 00 00 00-09 00 00 00 01 0C 01 00
00:00:05.39 xhciep: Enqueue TRB control 0x1020 status 0x0 param1 0x0 param2 0x0
00:00:05.40 xhciep: TRB enqueued:
00:00:05.40 xhciep: Dumping 0x10 bytes starting at 0x622900
00:00:05.41 xhciep: 2900: 00 00 00 00 00 00 00 00-00 00 00 00 21 10 00 00
00:00:05.41 xhcimmiospace: write32 [104] = 1
00:00:05.42 interruptgic: read32 [ff84200c] = af
00:00:05.42 xhci: IRQ
00:00:05.42 xhcimmiospace: read32 [24] = 8
00:00:05.42 xhcimmiospace: write32 [24] = 8
00:00:05.42 xhcimmiospace: read32 [220] = 3
00:00:05.42 xhcimmiospace: write32 [220] = 3
00:00:05.42 xhciep: Transfer event on endpoint 1 (completion 1, length 0)
00:00:05.42 xhcimmiospace: write32 [238] = 6008f8
00:00:05.42 xhcimmiospace: write32 [23c] = 4
00:00:05.42 interruptgic: write32 [ff842010] = af
00:00:05.42 interruptgic: read32 [ff84200c] = 1e
00:00:05.43 interruptgic: write32 [ff842010] = 1e
00:00:05.43 interruptgic: read32 [ff84200c] = 1e
00:00:05.44 interruptgic: write32 [ff842010] = 1e
00:00:05.44 interruptgic: read32 [ff84200c] = 1e
00:00:05.45 interruptgic: write32 [ff842010] = 1e
00:00:05.45 interruptgic: read32 [ff84200c] = 1e
00:00:05.46 interruptgic: write32 [ff842010] = 1e
00:00:05.46 interruptgic: read32 [ff84200c] = 1e
00:00:05.47 interruptgic: write32 [ff842010] = 1e
00:00:05.47 interruptgic: read32 [ff84200c] = 1e
00:00:05.48 interruptgic: write32 [ff842010] = 1e
00:00:05.48 interruptgic: read32 [ff84200c] = 1e
00:00:05.49 interruptgic: write32 [ff842010] = 1e
00:00:05.49 interruptgic: read32 [ff84200c] = 1e
00:00:05.50 interruptgic: write32 [ff842010] = 1e
00:00:05.50 interruptgic: read32 [ff84200c] = 1e
00:00:05.51 interruptgic: write32 [ff842010] = 1e
00:00:05.51 interruptgic: read32 [ff84200c] = 1e
00:00:05.52 interruptgic: write32 [ff842010] = 1e
00:00:05.52 interruptgic: read32 [ff84200c] = 1e
00:00:05.53 interruptgic: write32 [ff842010] = 1e
00:00:05.53 interruptgic: read32 [ff84200c] = 1e
00:00:05.54 interruptgic: write32 [ff842010] = 1e
00:00:05.54 interruptgic: read32 [ff84200c] = 1e
00:00:05.55 interruptgic: write32 [ff842010] = 1e
00:00:05.55 interruptgic: read32 [ff84200c] = 1e
00:00:05.56 interruptgic: write32 [ff842010] = 1e
00:00:05.56 interruptgic: read32 [ff84200c] = 1e
00:00:05.57 interruptgic: write32 [ff842010] = 1e
00:00:05.57 interruptgic: read32 [ff84200c] = 1e
00:00:05.58 interruptgic: write32 [ff842010] = 1e
00:00:05.58 interruptgic: read32 [ff84200c] = 1e
00:00:05.59 interruptgic: write32 [ff842010] = 1e
00:00:05.59 interruptgic: read32 [ff84200c] = 1e
00:00:05.60 interruptgic: write32 [ff842010] = 1e
00:00:05.60 interruptgic: read32 [ff84200c] = 1e
00:00:05.61 interruptgic: write32 [ff842010] = 1e
00:00:05.61 interruptgic: read32 [ff84200c] = 1e
00:00:05.62 interruptgic: write32 [ff842010] = 1e
00:00:05.62 interruptgic: read32 [ff84200c] = 1e
00:00:05.63 interruptgic: write32 [ff842010] = 1e
00:00:05.63 interruptgic: read32 [ff84200c] = 1e
00:00:05.64 interruptgic: write32 [ff842010] = 1e
00:00:05.64 interruptgic: read32 [ff84200c] = 1e
00:00:05.65 interruptgic: write32 [ff842010] = 1e
00:00:05.65 interruptgic: read32 [ff84200c] = 1e
00:00:05.66 interruptgic: write32 [ff842010] = 1e
00:00:05.66 interruptgic: read32 [ff84200c] = 1e
00:00:05.67 interruptgic: write32 [ff842010] = 1e
00:00:05.67 interruptgic: read32 [ff84200c] = 1e
00:00:05.68 interruptgic: write32 [ff842010] = 1e
00:00:05.68 xhciep: Enqueue TRB control 0x30840 status 0x8 param1 0x2000680 param2 0x190000
00:00:05.69 xhciep: TRB enqueued:
00:00:05.70 xhciep: Dumping 0x10 bytes starting at 0x622910
00:00:05.70 xhciep: 2910: 80 06 00 02 00 00 19 00-08 00 00 00 41 08 03 00
00:00:05.71 xhciep: Enqueue TRB control 0x10c00 status 0x19 param1 0xde97c0 param2 0x4
00:00:05.72 xhciep: TRB enqueued:
00:00:05.72 xhciep: Dumping 0x10 bytes starting at 0x622920
00:00:05.72 xhciep: 2920: C0 97 DE 00 04 00 00 00-19 00 00 00 01 0C 01 00
00:00:05.73 xhciep: Enqueue TRB control 0x1020 status 0x0 param1 0x0 param2 0x0
00:00:05.74 xhciep: TRB enqueued:
00:00:05.74 xhciep: Dumping 0x10 bytes starting at 0x622930
00:00:05.75 xhciep: 2930: 00 00 00 00 00 00 00 00-00 00 00 00 21 10 00 00
00:00:05.75 xhcimmiospace: write32 [104] = 1
00:00:05.76 interruptgic: read32 [ff84200c] = af
00:00:05.76 xhci: IRQ
00:00:05.76 xhcimmiospace: read32 [24] = 8
00:00:05.76 xhcimmiospace: write32 [24] = 8
00:00:05.76 xhcimmiospace: read32 [220] = 3
00:00:05.76 xhcimmiospace: write32 [220] = 3
00:00:05.76 xhciep: Transfer event on endpoint 1 (completion 1, length 0)
00:00:05.76 xhcimmiospace: write32 [238] = 600908
00:00:05.76 xhcimmiospace: write32 [23c] = 4
00:00:05.76 interruptgic: write32 [ff842010] = af
00:00:05.76 interruptgic: read32 [ff84200c] = 1e
00:00:05.77 interruptgic: write32 [ff842010] = 1e
00:00:05.77 interruptgic: read32 [ff84200c] = 1e
00:00:05.78 interruptgic: write32 [ff842010] = 1e
00:00:05.78 interruptgic: read32 [ff84200c] = 1e
00:00:05.79 interruptgic: write32 [ff842010] = 1e
00:00:05.79 interruptgic: read32 [ff84200c] = 1e
00:00:05.80 interruptgic: write32 [ff842010] = 1e
00:00:05.80 interruptgic: read32 [ff84200c] = 1e
00:00:05.81 interruptgic: write32 [ff842010] = 1e
00:00:05.81 interruptgic: read32 [ff84200c] = 1e
00:00:05.82 interruptgic: write32 [ff842010] = 1e
00:00:05.82 interruptgic: read32 [ff84200c] = 1e
00:00:05.83 interruptgic: write32 [ff842010] = 1e
00:00:05.83 interruptgic: read32 [ff84200c] = 1e
00:00:05.84 interruptgic: write32 [ff842010] = 1e
00:00:05.84 interruptgic: read32 [ff84200c] = 1e
00:00:05.85 interruptgic: write32 [ff842010] = 1e
00:00:05.85 interruptgic: read32 [ff84200c] = 1e
00:00:05.86 interruptgic: write32 [ff842010] = 1e
00:00:05.86 interruptgic: read32 [ff84200c] = 1e
00:00:05.87 interruptgic: write32 [ff842010] = 1e
00:00:05.87 interruptgic: read32 [ff84200c] = 1e
00:00:05.88 interruptgic: write32 [ff842010] = 1e
00:00:05.88 interruptgic: read32 [ff84200c] = 1e
00:00:05.89 interruptgic: write32 [ff842010] = 1e
00:00:05.89 interruptgic: read32 [ff84200c] = 1e
00:00:05.90 interruptgic: write32 [ff842010] = 1e
00:00:05.90 interruptgic: read32 [ff84200c] = 1e
00:00:05.91 interruptgic: write32 [ff842010] = 1e
00:00:05.91 interruptgic: read32 [ff84200c] = 1e
00:00:05.92 interruptgic: write32 [ff842010] = 1e
00:00:05.92 interruptgic: read32 [ff84200c] = 1e
00:00:05.93 interruptgic: write32 [ff842010] = 1e
00:00:05.93 interruptgic: read32 [ff84200c] = 1e
00:00:05.94 interruptgic: write32 [ff842010] = 1e
00:00:05.94 interruptgic: read32 [ff84200c] = 1e
00:00:05.95 interruptgic: write32 [ff842010] = 1e
00:00:05.95 interruptgic: read32 [ff84200c] = 1e
00:00:05.96 interruptgic: write32 [ff842010] = 1e
00:00:05.96 interruptgic: read32 [ff84200c] = 1e
00:00:05.97 interruptgic: write32 [ff842010] = 1e
00:00:05.97 interruptgic: read32 [ff84200c] = 1e
00:00:05.98 interruptgic: write32 [ff842010] = 1e
00:00:05.98 interruptgic: read32 [ff84200c] = 1e
00:00:05.99 interruptgic: write32 [ff842010] = 1e
00:00:05.99 interruptgic: read32 [ff84200c] = 1e
00:00:06.00 interruptgic: write32 [ff842010] = 1e
00:00:06.00 interruptgic: read32 [ff84200c] = 1e
00:00:06.01 interruptgic: write32 [ff842010] = 1e
00:00:06.01 interruptgic: read32 [ff84200c] = 1e
00:00:06.02 interruptgic: write32 [ff842010] = 1e
00:00:06.02 interruptgic: read32 [ff84200c] = 1e
00:00:06.03 interruptgic: write32 [ff842010] = 1e
00:00:06.03 usbconfigparser: Dumping 0x19 bytes starting at 0xDE97C0
00:00:06.04 usbconfigparser: 97C0: 09 02 19 00 01 01 00 E0-32 09 04 00 00 01 09 00
00:00:06.05 usbconfigparser: 97D0: 00 00 07 05 81 03 01 00-0C 20 77 72 69 74 65 33
00:00:06.05 usbdev1: Device ven2109-3431, dev9-0-1 found (HS)
00:00:06.06 xhciep: Enqueue TRB control 0x30840 status 0x8 param1 0x3000680 param2 0x40000
00:00:06.07 xhciep: TRB enqueued:
00:00:06.07 xhciep: Dumping 0x10 bytes starting at 0x622940
00:00:06.08 xhciep: 2940: 80 06 00 03 00 00 04 00-08 00 00 00 41 08 03 00
00:00:06.08 xhciep: Enqueue TRB control 0x10c00 status 0x4 param1 0xdee200 param2 0x4
00:00:06.09 xhciep: TRB enqueued:
00:00:06.09 xhciep: Dumping 0x10 bytes starting at 0x622950
00:00:06.10 xhciep: 2950: 00 E2 DE 00 04 00 00 00-04 00 00 00 01 0C 01 00
00:00:06.11 xhciep: Enqueue TRB control 0x1020 status 0x0 param1 0x0 param2 0x0
00:00:06.11 xhciep: TRB enqueued:
00:00:06.12 xhciep: Dumping 0x10 bytes starting at 0x622960
00:00:06.12 xhciep: 2960: 00 00 00 00 00 00 00 00-00 00 00 00 21 10 00 00
00:00:06.13 xhcimmiospace: write32 [104] = 1
00:00:06.13 interruptgic: read32 [ff84200c] = af
00:00:06.13 xhci: IRQ
00:00:06.13 xhcimmiospace: read32 [24] = 8
00:00:06.13 xhcimmiospace: write32 [24] = 8
00:00:06.13 xhcimmiospace: read32 [220] = 3
00:00:06.13 xhcimmiospace: write32 [220] = 3
00:00:06.13 xhciep: Transfer event on endpoint 1 (completion 1, length 0)
00:00:06.13 xhcimmiospace: write32 [238] = 600918
00:00:06.13 xhcimmiospace: write32 [23c] = 4
00:00:06.13 interruptgic: write32 [ff842010] = af
00:00:06.13 interruptgic: read32 [ff84200c] = 1e
00:00:06.14 interruptgic: write32 [ff842010] = 1e
00:00:06.14 interruptgic: read32 [ff84200c] = 1e
00:00:06.15 interruptgic: write32 [ff842010] = 1e
00:00:06.15 interruptgic: read32 [ff84200c] = 1e
00:00:06.16 interruptgic: write32 [ff842010] = 1e
00:00:06.16 interruptgic: read32 [ff84200c] = 1e
00:00:06.17 interruptgic: write32 [ff842010] = 1e
00:00:06.17 interruptgic: read32 [ff84200c] = 1e
00:00:06.18 interruptgic: write32 [ff842010] = 1e
00:00:06.18 interruptgic: read32 [ff84200c] = 1e
00:00:06.19 interruptgic: write32 [ff842010] = 1e
00:00:06.19 interruptgic: read32 [ff84200c] = 1e
00:00:06.20 interruptgic: write32 [ff842010] = 1e
00:00:06.20 interruptgic: read32 [ff84200c] = 1e
00:00:06.21 interruptgic: write32 [ff842010] = 1e
00:00:06.21 interruptgic: read32 [ff84200c] = 1e
00:00:06.22 interruptgic: write32 [ff842010] = 1e
00:00:06.22 interruptgic: read32 [ff84200c] = 1e
00:00:06.23 interruptgic: write32 [ff842010] = 1e
00:00:06.23 interruptgic: read32 [ff84200c] = 1e
00:00:06.24 interruptgic: write32 [ff842010] = 1e
00:00:06.24 interruptgic: read32 [ff84200c] = 1e
00:00:06.25 interruptgic: write32 [ff842010] = 1e
00:00:06.25 interruptgic: read32 [ff84200c] = 1e
00:00:06.26 interruptgic: write32 [ff842010] = 1e
00:00:06.26 interruptgic: read32 [ff84200c] = 1e
00:00:06.27 interruptgic: write32 [ff842010] = 1e
00:00:06.27 interruptgic: read32 [ff84200c] = 1e
00:00:06.28 interruptgic: write32 [ff842010] = 1e
00:00:06.28 interruptgic: read32 [ff84200c] = 1e
00:00:06.29 interruptgic: write32 [ff842010] = 1e
00:00:06.29 interruptgic: read32 [ff84200c] = 1e
00:00:06.30 interruptgic: write32 [ff842010] = 1e
00:00:06.30 interruptgic: read32 [ff84200c] = 1e
00:00:06.31 interruptgic: write32 [ff842010] = 1e
00:00:06.31 interruptgic: read32 [ff84200c] = 1e
00:00:06.32 interruptgic: write32 [ff842010] = 1e
00:00:06.32 interruptgic: read32 [ff84200c] = 1e
00:00:06.33 interruptgic: write32 [ff842010] = 1e
00:00:06.33 interruptgic: read32 [ff84200c] = 1e
00:00:06.34 interruptgic: write32 [ff842010] = 1e
00:00:06.34 interruptgic: read32 [ff84200c] = 1e
